{\rtf1\ansi\ansicpg1252\cocoartf2511
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\pard\tx720\tx1440\tx2160\tx2880\tx3600\tx4320\tx5040\tx5760\tx6480\tx7200\tx7920\tx8640\pardirnatural\partightenfactor0

\f0\fs24 \cf0 date,value_,county\
2010-04-13,253.5074699669899,Cook\
2010-04-13,293.34401095341923,Cook\
2010-04-14,239.66781758020426,Cook\
2010-04-14,272.8317601899689,Cook\
2010-04-16,257.81267189775116,Cook\
2010-04-16,180.42150630824776,Cook\
2010-04-17,112.84921506792061,Cook\
2010-04-17,153.4531564283269,Cook\
2010-04-17,123.53813554473733,Cook\
2010-04-18,97.9742267545472,Cook\
2010-04-18,69.66130434299627,Cook\
2010-04-19,403.22222222222223,Cook\
2010-04-19,295.0,Cook\
2010-04-20,392.68441064638785,Cook\
2010-04-21,220.79914351506542,Cook\
2010-04-21,187.58563535014812,Cook\
2010-04-21,245.87950991495484,Cook\
2010-04-22,279.92081806226196,Cook\
2010-04-22,209.99951544434927,Cook\
2010-04-26,80.61028404827663,Cook\
2010-04-26,88.63612804110844,Cook\
2010-04-26,64.907490265014,Cook\
2010-04-27,103.89436245079145,Cook\
2010-04-27,85.7144906702589,Cook\
2010-04-28,79.96454125986355,Cook\
2010-04-28,107.35618691765964,Cook\
2010-04-28,114.78582202111612,Cook\
2010-04-29,340.0,Cook\
2010-04-29,275.200437192599,Cook\
2010-05-02,225.63240939573197,Cook\
2010-05-03,130.7247245743524,Cook\
2010-05-03,195.94530656108833,Cook\
2010-05-04,123.94135413282561,Cook\
2010-05-04,94.9027920382995,Cook\
2010-05-05,367.2753279059248,Cook\
2010-05-05,148.3568655283263,Cook\
2010-05-05,83.95012982105592,Cook\
2010-05-06,133.3590116719722,Cook\
2010-05-06,319.5583313693141,Cook\
2010-05-09,139.2143124304404,Cook\
2010-05-09,130.8611214736665,Cook\
2010-05-10,334.0810276679841,Cook\
2010-05-13,263.7690106039132,Cook\
2010-05-14,150.4817447536611,Cook\
2010-05-14,270.5201005025126,Cook\
2010-05-16,145.69813861847095,Cook\
2010-05-16,127.72177930422764,Cook\
2010-05-19,90.69602982305025,Cook\
2010-05-19,103.95187031010703,Cook\
2010-05-19,85.39242494008192,Cook\
2010-05-22,387.58765355235755,Cook\
2010-05-23,206.67772924359505,Cook\
2010-05-23,293.6230246367225,Cook\
2010-05-23,305.91557743366127,Cook\
2010-05-24,342.6265121568202,Cook\
2010-05-24,361.34966180267037,Cook\
2010-05-25,245.34423994546702,Cook\
2010-05-25,244.85383520159135,Cook\
2010-05-25,261.55689024209124,Cook\
2010-05-26,338.2125920788737,Cook\
2010-05-27,218.59156219925796,Cook\
2010-05-27,128.32586453024163,Cook\
2010-05-28,62.07974824261617,Cook\
2010-05-28,81.90116505743073,Cook\
2010-05-28,68.20893852852053,Cook\
2010-05-29,205.4692612137205,Cook\
2010-05-29,181.38776527927996,Cook\
2010-05-30,285.4383630238333,Cook\
2010-05-30,304.2829128430596,Cook\
2010-05-30,325.2141324340897,Cook\
2010-06-01,169.78260456871925,Cook\
2010-06-03,100.19438217824107,Cook\
2010-06-03,64.97796683149086,Cook\
2010-06-05,308.6363636363636,Cook\
2010-06-06,138.37907332933793,Cook\
2010-06-06,154.8443996159289,Cook\
2010-06-06,173.3147604647897,Cook\
2010-06-07,111.64574280350699,Cook\
2010-06-07,133.1887445638637,Cook\
2010-06-09,142.86629387031272,Cook\
2010-06-09,208.13931510791357,Cook\
2010-06-12,575.7852750447227,Cook\
2010-06-16,126.97654308802137,Cook\
2010-06-16,165.0788924156364,Cook\
2010-06-17,129.99409133677625,Cook\
2010-06-17,156.81702804583625,Cook\
2010-06-17,171.9646238930001,Cook\
2010-06-18,75.7389519457124,Cook\
2010-06-18,165.16073733916102,Cook\
2010-06-19,50.31994357205976,Cook\
2010-06-19,64.14825423207525,Cook\
2010-06-20,178.04563744901634,Cook\
2010-06-20,136.42740368196428,Cook\
2010-06-21,158.6884950886051,Cook\
2010-06-22,300.34574344699604,Cook\
2010-06-22,219.78968069474112,Cook\
2010-06-22,242.4679217072177,Cook\
2010-06-23,406.7,Cook\
2010-06-24,95.87106218734915,Cook\
2010-06-24,129.48343480976934,Cook\
2010-06-24,148.23977155773085,Cook\
2010-06-25,216.7938963702146,Cook\
2010-06-25,266.4548409634126,Cook\
2010-06-26,190.42018905757664,Cook\
2010-06-26,138.06791096915907,Cook\
2010-06-27,279.880449824105,Cook\
2010-06-27,266.25994580465704,Cook\
2010-06-28,95.08667756036061,Cook\
2010-06-28,120.25789454310242,Cook\
2010-06-29,126.35091927144076,Cook\
2010-06-29,191.77120680096135,Cook\
2010-06-29,178.4887761942004,Cook\
2010-07-01,71.81908168576685,Cook\
2010-07-01,66.29747293777802,Cook\
2010-07-01,62.99990088333456,Cook\
2010-07-02,51.140302227492505,Cook\
2010-07-02,77.56376447031568,Cook\
2010-07-03,85.40055130738503,Cook\
2010-07-03,94.11453739779107,Cook\
2010-07-03,96.85481084041977,Cook\
2010-07-04,82.8016293739343,Cook\
2010-07-04,159.70115635089198,Cook\
2010-07-05,243.05187192509752,Cook\
2010-07-05,177.69740653515376,Cook\
2010-07-06,252.415583010009,Cook\
2010-07-06,255.61460659242266,Cook\
2010-07-06,314.65922548719806,Cook\
2010-07-07,236.5110118718545,Cook\
2010-07-07,210.39160819507808,Cook\
2010-07-08,299.85449735449737,Cook\
2010-07-08,148.41035633087563,Cook\
2010-07-08,143.34400215118887,Cook\
2010-07-09,109.94524118921052,Cook\
2010-07-09,145.92184170943037,Cook\
2010-07-10,141.823307702798,Cook\
2010-07-10,148.68825962054504,Cook\
2010-07-10,151.32290757150054,Cook\
2010-07-12,216.39547593745255,Cook\
2010-07-12,218.27900542764203,Cook\
2010-07-12,295.2600042799058,Cook\
2010-07-13,114.9907672503242,Cook\
2010-07-13,127.09242188246945,Cook\
2010-07-13,279.27821220840286,Cook\
2010-07-14,344.9979475443186,Cook\
2010-07-14,173.9240935220441,Cook\
2010-07-16,107.64883392522607,Cook\
2010-07-16,96.1512027092688,Cook\
2010-07-17,133.2655537042289,Cook\
2010-07-17,152.06804261258674,Cook\
2010-07-17,143.00814286498934,Cook\
2010-07-18,326.86480686695285,Cook\
2010-07-18,336.10714285714283,Cook\
2010-07-19,346.75,Cook\
2010-07-19,442.9286147843052,Cook\
2010-07-20,328.18040233614533,Cook\
2010-07-21,215.47706167328928,Cook\
2010-07-21,154.09869827173236,Cook\
2010-07-23,116.93508227595245,Cook\
2010-07-23,76.41620194267105,Cook\
2010-07-24,147.97787702754965,Cook\
2010-07-25,140.37197770767375,Cook\
2010-07-25,94.7693653930645,Cook\
2010-07-26,198.88210614642338,Cook\
2010-07-26,188.5314152061773,Cook\
2010-07-26,141.21188265902208,Cook\
2010-07-27,333.8345102990619,Cook\
2010-07-27,367.81165107153635,Cook\
2010-07-28,407.32357679914077,Cook\
2010-07-28,287.9354656154866,Cook\
2010-07-29,140.3405359985312,Cook\
2010-07-29,165.81026599034553,Cook\
2010-07-29,170.3460450532637,Cook\
2010-07-30,372.6551724137931,Cook\
2010-08-01,352.2043711073978,Cook\
2010-08-01,307.7849615177172,Cook\
2010-08-03,216.5,Cook\
2010-08-05,212.82734508900896,Cook\
2010-08-05,232.67379959055805,Cook\
2010-08-06,360.80248053208373,Cook\
2010-08-06,140.21310280925636,Cook\
2010-08-07,382.6712163789641,Cook\
2010-08-07,396.0,Cook\
2010-08-07,439.19073153548095,Cook\
2010-08-08,244.65930114165673,Cook\
2010-08-09,320.9259259259259,Cook\
2010-08-09,283.0926561880861,Cook\
2010-08-09,240.36057322593393,Cook\
2010-08-10,329.87047297839877,Cook\
2010-08-11,62.25015059948326,Cook\
2010-08-12,152.76494342588907,Cook\
2010-08-12,162.8614428896857,Cook\
2010-08-13,145.37223531379985,Cook\
2010-08-13,222.22454076699967,Cook\
2010-08-14,95.98676844038849,Cook\
2010-08-14,134.63223121925168,Cook\
2010-08-14,225.56202242770013,Cook\
2010-08-16,51.16239775788775,Cook\
2010-08-16,53.036645925546146,Cook\
2010-08-16,48.62866033406984,Cook\
2010-08-18,116.02134462288429,Cook\
2010-08-18,163.58454598972233,Cook\
2010-08-18,154.98628566186576,Cook\
2010-08-19,292.115306167498,Cook\
2010-08-19,321.3964828367812,Cook\
2010-08-20,429.07580409901055,Cook\
2010-08-20,405.0972909917396,Cook\
2010-08-20,379.04675163030504,Cook\
2010-08-21,258.7124646666689,Cook\
2010-08-21,225.29250861845347,Cook\
2010-08-22,148.92951758990725,Cook\
2010-08-22,119.89265494183473,Cook\
2010-08-23,240.33698206371395,Cook\
2010-08-23,259.2090073843578,Cook\
2010-08-23,169.10866775401522,Cook\
2010-08-24,311.1353408448832,Cook\
2010-08-24,212.60077944535493,Cook\
2010-08-25,101.35900425581536,Cook\
2010-08-25,124.51810532435601,Cook\
2010-08-25,134.8969857544098,Cook\
2010-08-26,198.75343175343187,Cook\
2010-08-26,117.5944453903124,Cook\
2010-08-27,137.42686647155577,Cook\
2010-08-27,121.38983669418855,Cook\
2010-08-27,100.89315048711683,Cook\
2010-08-28,65.66091980967715,Cook\
2010-08-28,63.86472757587757,Cook\
2010-08-29,392.35433070866145,Cook\
2010-08-29,348.6439054869111,Cook\
2010-08-29,344.62584095977394,Cook\
2010-08-30,166.07229761000124,Cook\
2010-08-30,179.4280898838795,Cook\
2010-08-30,288.1290933694181,Cook\
2010-09-01,369.0,Cook\
2010-09-02,277.7343891859175,Cook\
2010-09-03,102.08234836445496,Cook\
2010-09-03,140.5233907843828,Cook\
2010-09-03,162.16864999999999,Cook\
2010-09-04,80.63718394540535,Cook\
2010-09-04,56.732326835639086,Cook\
2010-09-05,124.25497964476699,Cook\
2010-09-05,221.76912869271712,Cook\
2010-09-05,182.3614113718252,Cook\
2010-09-06,240.06797583081573,Cook\
2010-09-07,106.82803017403128,Cook\
2010-09-07,103.36356926779246,Cook\
2010-09-08,49.482312279874435,Cook\
2010-09-08,47.61044361551919,Cook\
2010-09-08,43.18787755493562,Cook\
2010-09-09,206.11981119247886,Cook\
2010-09-10,52.00438693486271,Cook\
2010-09-10,35.43829554376535,Cook\
2010-09-10,48.63930706898581,Cook\
2010-09-12,51.247361171076705,Cook\
2010-09-12,37.92536743089896,Cook\
2010-09-12,36.34867291006359,Cook\
2010-09-13,53.26324892944555,Cook\
2010-09-13,45.952707776138595,Cook\
2010-09-15,306.93333333333334,Cook\
2010-09-16,417.0,Cook\
2010-09-16,249.9990949021696,Cook\
2010-09-17,90.35848351598274,Cook\
2010-09-17,100.47423215478474,Cook\
2010-09-17,94.86493754194882,Cook\
2010-09-19,140.80443082382422,Cook\
2010-09-19,138.48387096774192,Cook\
2010-09-20,360.0424886191199,Cook\
2010-09-21,263.4501596498744,Cook\
2010-09-21,367.84740558796443,Cook\
2010-09-22,263.1524694453976,Cook\
2010-09-22,350.29176461808265,Cook\
2010-09-23,211.1744730954905,Cook\
2010-09-24,103.99661022960011,Cook\
2010-09-24,35.53667595254093,Cook\
2010-09-25,197.72176793292613,Cook\
2010-09-25,325.5,Cook\
2010-09-26,262.7278797996661,Cook\
2010-09-26,334.78222996515683,Cook\
2010-09-27,139.09014123787327,Cook\
2010-09-27,124.88409868345887,Cook\
2010-09-28,77.86053558038616,Cook\
2010-09-28,51.15412395912604,Cook\
2010-09-28,32.476292045007526,Cook\
2010-09-29,107.49186735374968,Cook\
2010-09-29,64.7891240281986,Cook\
2010-10-01,55.68793171874074,Cook\
2010-10-01,70.59617603062017,Cook\
2010-10-01,230.62125340599448,Cook\
2010-10-02,272.2128257941852,Cook\
2010-10-03,243.6387281145999,Cook\
2010-10-03,147.21320788668672,Cook\
2010-10-03,59.55549671679728,Cook\
2010-10-04,107.71529401186828,Cook\
2010-10-04,204.98363136994814,Cook\
2010-10-05,62.81339984464963,Cook\
2010-10-05,41.96198751889167,Cook\
2010-10-05,57.054831738346095,Cook\
2010-10-06,53.73722129431879,Cook\
2010-10-06,60.97483107544026,Cook\
2010-10-07,27.651343399457893,Cook\
2010-10-07,16.160782579969723,Cook\
2010-10-07,21.290569437680617,Cook\
2010-10-08,104.57811096210247,Cook\
2010-10-08,56.67835799132441,Cook\
2010-10-09,116.07120500590587,Cook\
2010-10-09,138.96934590187357,Cook\
2010-10-10,93.93471205025632,Cook\
2010-10-10,171.4679487179487,Cook\
2010-10-10,127.94964788732393,Cook\
2010-10-11,220.3817625794363,Cook\
2010-10-11,156.81914547853071,Cook\
2010-10-12,215.43129431094104,Cook\
2010-10-12,189.51353486152493,Cook\
2010-10-12,171.76744946551088,Cook\
2010-10-14,13.0,Cook\
2010-10-14,324.0,Cook\
2010-10-16,86.3373654288134,Cook\
2010-10-16,96.79246351015753,Cook\
2010-10-16,129.55295985580102,Cook\
2010-10-17,69.56468869078381,Cook\
2010-10-17,55.02576563446916,Cook\
2010-10-17,33.67328455109582,Cook\
2010-10-18,177.99412548987914,Cook\
2010-10-18,202.98656279036524,Cook\
2010-10-19,154.20140337341962,Cook\
2010-10-19,62.88206352316652,Cook\
2010-10-19,106.92171548799101,Cook\
2010-10-20,61.043397332046524,Cook\
2010-10-20,108.11506477257124,Cook\
2010-10-21,22.68452950301822,Cook\
2010-10-21,79.328060522696,Cook\
2010-10-22,51.1193134014792,Cook\
2010-10-22,51.637727926533316,Cook\
2010-10-23,164.06283568075116,Cook\
2010-10-23,242.43524725541633,Cook\
2010-10-24,134.62821076252047,Cook\
2010-10-24,169.7080454185102,Cook\
2010-10-25,253.48327440848513,Cook\
2010-10-25,222.46670883407123,Cook\
2010-10-26,134.71685366993927,Cook\
2010-10-27,83.93556051305202,Cook\
2010-10-29,62.49819237256895,Cook\
2010-10-29,62.58822343823112,Cook\
2010-10-30,44.2729089351984,Cook\
2010-10-30,65.57479255497026,Cook\
2010-11-01,15.258582952911008,Cook\
2010-11-01,26.431526353790602,Cook\
2010-11-01,23.848002965618182,Cook\
2010-11-02,44.332495593037244,Cook\
2010-11-02,23.74771682828588,Cook\
2010-11-02,17.43924841715512,Cook\
2010-11-03,88.25762617583665,Cook\
2010-11-04,187.46262989608314,Cook\
2010-11-04,135.5745060373216,Cook\
2010-11-04,64.6,Cook\
2010-11-05,90.01605524183827,Cook\
2010-11-05,106.19504304296134,Cook\
2010-11-06,54.39300809159257,Cook\
2010-11-06,25.052807661430258,Cook\
2010-11-06,30.737492341568544,Cook\
2010-11-07,87.99174010166568,Cook\
2010-11-07,73.07125023132531,Cook\
2010-11-08,46.53836915744303,Cook\
2010-11-08,31.789558483365035,Cook\
2010-11-08,38.45109871080103,Cook\
2010-11-09,86.88303230102684,Cook\
2010-11-09,67.06256821907608,Cook\
2010-11-10,203.7981688986062,Cook\
2010-11-11,190.97824447628383,Cook\
2010-11-11,215.0,Cook\
2010-11-11,211.89634993240622,Cook\
2010-11-12,254.9198752859166,Cook\
2010-11-12,237.6530857403629,Cook\
2010-11-14,153.80561054750058,Cook\
2010-11-14,140.14355254612198,Cook\
2010-11-19,235.72408059467915,Cook\
2010-11-19,238.3923305072049,Cook\
2010-11-20,125.0017995092248,Cook\
2010-11-23,64.27910787073249,Cook\
2010-11-23,42.665176292517394,Cook\
2010-11-26,105.85714285714286,Cook\
2010-11-26,54.0212073404612,Cook\
2010-11-27,48.774350444180925,Cook\
2010-11-27,35.54346676976984,Cook\
2010-11-27,17.310977991574017,Cook\
2010-11-28,69.97695647951612,Cook\
2010-11-28,66.12889665329276,Cook\
2010-12-02,135.92573012767267,Cook\
2010-12-02,82.03363236750688,Cook\
2010-12-05,85.05964153275649,Cook\
2010-12-06,158.4232583957813,Cook\
2010-12-07,90.29120551215279,Cook\
2010-12-07,70.97285383408466,Cook\
2010-12-08,109.49057295485494,Cook\
2010-12-08,67.34862711818009,Cook\
2010-12-09,219.3422459893048,Cook\
2010-12-10,147.36167485580003,Cook\
2010-12-10,69.29141405599502,Cook\
2010-12-10,57.82982189779822,Cook\
2010-12-15,77.68264619195976,Cook\
2010-12-15,52.69614230056845,Cook\
2010-12-15,39.79699434841177,Cook\
2010-12-17,66.64062805553745,Cook\
2010-12-17,46.73030709323138,Cook\
2010-12-17,84.01398292140064,Cook\
2010-12-18,111.28319367324382,Cook\
2010-12-18,86.93144014234828,Cook\
2010-12-19,88.2764634075452,Cook\
2010-12-19,98.43238631926141,Cook\
2010-12-22,118.83333333333333,Cook\
2010-12-27,118.2861632824108,Cook\
2010-12-27,94.35274045933345,Cook\
2010-12-28,165.25239185714892,Cook\
2010-12-29,108.47844907853602,Cook\
2010-12-29,105.42395264116576,Cook\
}
